Year,Fire Number,Fire Centre,Latitude,Longitude,Geographic,Discovery Date,Size (ha)
2016,G70073 (2016),Prince George,56 06.183,121 59.957,Carter Road,"April 19, 2016",510.0
2016,G70080 (2016),Prince George,55 37.623,120 35.013,Feller's Heights,"April 19, 2016",14.0
2016,G70112 (2016),Prince George,56 07.656,122 04.903,Brenot Creek,"April 30, 2016",13.6
2016,G70113 (2016),Prince George,55 27.537,120 19.616,25 km S of Dawson Creek,"April 30, 2016",74.0
2016,G70117 (2016),Prince George,55 59.464,121 39.830,Boucher Lake,"April 30, 2016",13.0
2016,G70387 (2016),Prince George,55 59.214,120 20.707,"4 miles W on 224 Rd, N Dawson Creek","August 15, 2016",58.5
2016,G80012 (2016),Prince George,56 15.346,121 00.475,277 Road,"April 8, 2016",20.0
2016,G80040 (2016),Prince George,56 11.994,120 38.330,Baldonnel,"April 18, 2016",420.0
2016,G80042 (2016),Prince George,56 31.050,120 44.430,Rose Prarie,"April 18, 2016",100.0
2016,G80046 (2016),Prince George,56 35.622,121 11.705,Beatton Airport Road,"April 18, 2016",15739.0
2016,G80051 (2016),Prince George,56 13.393,121 25.828,Convluence of Halfway & Peace River,"April 18, 2016",500.0
2016,G80059 (2016),Prince George,56 22.643,121 08.331,Lyndon Subdivision,"April 18, 2016",25.0
2016,G80060 (2016),Prince George,56 26.957,121 10.269,Mile 67 Alaska Highway,"April 18, 2016",52.0
2016,G80065 (2016),Prince George,56 17.033,121 05.308,Fort St John,"April 18, 2016",250.0
2016,G80066 (2016),Prince George,56 06.961,120 10.112,Golata Creek,"April 18, 2016",96.0
2016,G80068 (2016),Prince George,56 31.374,120 25.968,Siphon Creek Road / Doig Reserve,"April 18, 2016",62700.0
2016,G80074 (2016),Prince George,56 15.385,121 38.248,Banks of Halfway River,"April 19, 2016",5636.0
2016,G80078 (2016),Prince George,57 00.057,121 28.854,Km 54 Beatton Airport Rd,"April 18, 2016",237.0
2016,G80081 (2016),Prince George,57 03.260,121 54.367,Beatton River,"April 18, 2016",131.0
2016,G80082 (2016),Prince George,56 45.843,121 51.662,Wonowon 2 miles north,"April 19, 2016",79.0
2016,G80094 (2016),Prince George,56 39.156,120 51.999,Rose Prairie Rd,"April 21, 2016",84.0
2016,G80107 (2016),Prince George,56 35.127,120 29.847,2 km N Doig First Nations,"April 29, 2016",300.0
2016,G80108 (2016),Prince George,56 17.203,121 25.600,Upper Cache,"April 22, 2016",236.0
2016,G80114 (2016),Prince George,56 18.099,120 17.602,South of Cecil Lake Road 219A,"April 30, 2016",31.0
2016,G80115 (2016),Prince George,56 19.116,120 14.534,South of Cecil Lake Road --Rd 219A,"April 30, 2016",25.0
2016,G80177 (2016),Prince George,57 45.753,122 19.273,Trutch Creek,"May 17, 2016",13.0
2016,G80266 (2016),Prince George,58 27.120,121 09.932,14 m west of Checkpoint Charlie,"June 29, 2016",14.4
2016,G80301 (2016),Prince George,58 03.470,120 41.900,7m East of Kantah Airstrip,"July 13, 2016",16.6
2016,G90006 (2016),Prince George,58 47.921,125 01.678,MacDonald River Bridge,"April 4, 2016",29.7
2016,G90095 (2016),Prince George,58 17.095,121 43.687,Fontas Rail Bridge,"April 21, 2016",6.0
2016,G90236 (2016),Prince George,59 08.849,127 36.228,Turnagain River,"June 20, 2016",101.3
2016,G90244 (2016),Prince George,58 50.159,121 37.224,Sahtenah River,"June 26, 2016",22.4
2016,G90272 (2016),Prince George,59 21.010,124 05.498,Dunedin River,"June 29, 2016",8.3
2016,G90292 (2016),Prince George,59 28.690,128 10.412,5 NM North of Deadwood River,"July 11, 2016",98.1
2016,G90297 (2016),Prince George,59 37.847,120 55.062,10-15 Km North of Helmut,"July 13, 2016",21.2
2016,G90305 (2016),Prince George,58 31.756,121 03.143,Kotcho River,"July 13, 2016",20.9
2016,G90307 (2016),Prince George,59 31.223,120 04.437,South of Petitot River / 30NM East of G9...,"July 14, 2016",60.0
2016,G90352 (2016),Prince George,58 52.400,121 28.990,4miles Northwest of Sierra Airstrip,"August 3, 2016",19.9
2016,G90367 (2016),Prince George,59 02.329,121 30.499,Cabin Lake,"August 11, 2016",13.8
2016,G90369 (2016),Prince George,59 53.630,121 55.193,2 km North of Petitot River,"August 11, 2016",392.6
2016,G90370 (2016),Prince George,59 09.326,121 04.208,7.3km North of Kotcho Lake,"August 11, 2016",13.7
2016,K20002 (2016),Kamloops,50 47.434,120 55.143,Skeetchestn,"April 1, 2016",9.0
2016,K20016 (2016),Kamloops,50 48.037,121 35.908,Morgan Road,"April 14, 2016",12.9
2016,K20043 (2016),Kamloops,50 34.325,121 18.347,Epson Flat,"May 5, 2016",5.47
2016,K20139 (2016),Kamloops,50 39.020,120 49.243,NE of Tunkwa Lake,"June 29, 2016",17.0
2016,K40424 (2016),Kamloops,50 12.583,119 22.468,Predator Ridge,"August 27, 2016",6.0
2016,K50008 (2016),Kamloops,49 12.016,119 41.121,Fairview-Cawston Road,"April 9, 2016",16.0
2016,K50385 (2016),Kamloops,49 55.242,119 46.609,Jack Pine Lk,"August 21, 2016",14.0
2016,K50403 (2016),Kamloops,49 55.955,119 30.640,Bear Creek,"August 21, 2016",60.34
2016,K50404 (2016),Kamloops,49 20.671,119 34.859,Greenlake Road,"August 21, 2016",16.3
2016,K60006 (2016),Kamloops,49 47.764,120 41.071,Pike Mtn Road,"April 8, 2016",92.5
2016,K60145 (2016),Kamloops,49 12.607,120 41.780,Garrison,"June 29, 2016",5.0
2016,K60310 (2016),Kamloops,49 36.317,120 10.810,South of Alaric Lake,"August 5, 2016",11.7
2016,K60425 (2016),Kamloops,49 26.280,120 18.488,Wolfe Creek,"August 27, 2016",5.0
2016,K70005 (2016),Kamloops,50 15.947,121 35.047,1Km Alkali Road,"April 5, 2016",31.0
2016,K70068 (2016),Kamloops,50 07.258,121 33.976,Kanaka Bar,"May 17, 2016",8.0
2016,K70106 (2016),Kamloops,50 51.498,121 51.444,3 km S Pavillion Village,"June 13, 2016",12.0
2016,K70443 (2016),Kamloops,50 12.109,121 35.169,South Spencer Road,"August 31, 2016",538.0
2016,N10002 (2016),Southeast,49 40.299,115 45.499,LD Ranch Rd,"April 2, 2016",37.0
2016,N10004 (2016),Southeast,49 37.879,115 43.759,St Marys IR,"April 5, 2016",6.8
2016,N10016 (2016),Southeast,49 00.394,114 58.147,Phillips Creek,"April 20, 2016",24.0
2016,N10143 (2016),Southeast,49 42.437,115 47.205,Woods Corner,"July 30, 2016",6.3
2016,N40297 (2016),Southeast,51 50.486,118 40.249,Scrip Creek,"August 17, 2016",15.0
2016,N50277 (2016),Southeast,50 38.249,117 37.576,Wilkie Creek,"August 15, 2016",20.2
2016,N50376 (2016),Southeast,49 30.690,117 39.586,Wolverton Creek,"August 31, 2016",20.6
2016,N60057 (2016),Southeast,49 00.977,118 19.766,Gilpin,"June 7, 2016",224.0
2016,N60279 (2016),Southeast,49 38.416,118 27.443,Granby River,"August 14, 2016",145.9
2016,C10011 (2016),Cariboo,52 33.597,122 29.050,Alexandria 3 IR,"April 2, 2016",8.0
2016,C10023 (2016),Cariboo,52 58.532,123 36.097,Nazko,"April 8, 2016",398.5
2016,C10080 (2016),Cariboo,53 02.812,120 44.053,East Side of McLeary Lake,"June 28, 2016",18.7
2016,C20014 (2016),Cariboo,51 35.574,123 01.181,15 km down Sky Ranch Road in Big Creek A...,"April 5, 2016",17.0
2016,C20103 (2016),Cariboo,51 54.859,122 18.358,Deer Park Ranch,"July 27, 2016",11.9
2016,C20112 (2016),Cariboo,51 50.519,122 36.140,South of Toosey IR,"August 2, 2016",8.55
2016,C20160 (2016),Cariboo,52 06.595,121 59.734,Sugar Cane,"March 26, 2017",5.3
2016,C40030 (2016),Cariboo,51 12.850,121 14.313,Loon Lake FSR-Near Bonaparte Rec. Site,"April 11, 2016",26.0
2016,C50015 (2016),Cariboo,52 27.526,125 17.114,"Marten Road, Anahim Lake","April 7, 2016",10.5
2016,C50018 (2016),Cariboo,51 28.823,123 48.480,2km W of Cardiff Mountain,"April 8, 2016",11.0
2016,C50025 (2016),Cariboo,52 14.921,123 43.118,Sisters FSR,"April 9, 2016",11.8
2016,C50028 (2016),Cariboo,52 27.930,125 24.348,Anahim Lake - Beef Trail FSR,"April 10, 2016",20.0
2016,C50029 (2016),Cariboo,52 27.309,125 25.668,1.5km N of Beef Trail FSR,"April 10, 2016",8.0
2016,C50039 (2016),Cariboo,52 28.246,125 19.948,2km W of Anahim Lk adj to Hwy 20 on S si...,"April 20, 2016",6.7
2016,C50057 (2016),Cariboo,52 16.212,123 59.404,7km N of Puntzi Lake,"May 16, 2016",200.0
2016,C50099 (2016),Cariboo,51 22.060,124 54.357,Junction of Mosley Creek and Homathko Ri...,"July 22, 2016",30.0
2017,C50011 (2017),Cariboo,51 56.952,123 08.113,Lee's Corner,"April 6, 2017",8.7
2017,C50043 (2017),Cariboo,51 59.384,123 09.690,3 Km East Anaham Reserve,"April 21, 2017",8.0
2017,C10248 (2017),Cariboo,53 10.077,123 02.022,Pantage Lake,"June 4, 2017",132.2
2017,C40329 (2017),Cariboo,51 45.338,121 50.060,6km SE of Place Lake,"June 18, 2017",27.4
2017,C20352 (2017),Cariboo,51 44.568,121 59.996,4 km W of Emerald Lake,"June 23, 2017",25.9
2017,C20414 (2017),Cariboo,52 00.900,122 54.032,Raven Lake,"June 26, 2017",41.8
2017,C31005 (2017),Cariboo,52 24.298,121 32.763,SW End of Antoine Lake,"July 6, 2017",196.0
2017,C40621 (2017),Cariboo,51 39.247,121 23.922,Gustafsen Road,"July 6, 2017",5711.0
2017,C10683 (2017),Cariboo,52 48.617,122 18.217,Green Mountain,"July 7, 2017",595.0
2017,C10701 (2017),Cariboo,52 39.916,122 29.296,Fraser River Narcosli Pit,"July 7, 2017",127.2
2017,C20708 (2017),Cariboo,52 07.993,122 00.238,150 Mile House,"July 7, 2017",4121.7
2017,C20906 (2017),Cariboo,52 24.447,121 47.221,Big Lake,"July 7, 2017",28.0
2017,C41367 (2017),Cariboo,51 24.110,121 03.560,Green Lake,"July 7, 2017",40.9
2017,C10740 (2017),Cariboo,52 28.824,122 35.211,Twan Lake 1,"July 7, 2017",5648.0
2017,C10784 (2017),Cariboo,52 30.203,123 05.083,Plateau Fire,"July 7, 2017",521012.0
2017,C20645 (2017),Cariboo,52 10.585,121 50.006,Spokin Lake Rd,"July 7, 2017",3387.0
2017,C20729 (2017),Cariboo,52 12.518,122 03.315,Wildwood,"July 7, 2017",12723.0
2017,C20735 (2017),Cariboo,52 13.677,122 20.422,White Lake,"July 7, 2017",13211.0
2017,C20738 (2017),Cariboo,52 18.080,122 13.524,Soda Creek,"July 7, 2017",278.0
2017,C50647 (2017),Cariboo,51 56.640,123 10.118,Hanceville Riske Creek,"July 7, 2017",239298.0
2017,C50744 (2017),Cariboo,51 57.650,125 00.959,Kleena Kleene,"July 7, 2017",25558.0
2017,C20894 (2017),Cariboo,52 20.925,121 58.240,Big Lake FSR,"July 8, 2017",13.8
2017,C30870 (2017),Cariboo,52 26.090,121 43.234,Prouton Lakes,"July 8, 2017",859.0
2017,C50918 (2017),Cariboo,52 23.898,124 43.475,Palmer Creek,"July 9, 2017",92.3
2017,C10970 (2017),Cariboo,53 13.658,124 02.265,Kluskoil Lake 1,"July 10, 2017",21870.0
2017,C10966 (2017),Cariboo,53 10.738,123 57.870,Kluskoil Lake 2,"July 10, 2017",260.0
2017,C10764 (2017),Cariboo,52 56.052,121 52.043,Sovereign Lakes,"July 11, 2017",97.3
2017,C31008 (2017),Cariboo,52 36.750,121 20.366,Blackbear Creek,"July 11, 2017",640.0
2017,C10822 (2017),Cariboo,53 07.272,120 50.978,South side of Isaac Lake,"July 12, 2017",587.0
2017,C31072 (2017),Cariboo,52 49.775,121 33.153,Swift River,"July 13, 2017",1712.0
2017,C11081 (2017),Cariboo,53 08.711,120 49.263,North Side of Isaac Lake,"July 14, 2017",226.39
2017,C31156 (2017),Cariboo,52 36.010,121 02.341,Tasse Lake,"July 17, 2017",577.0
2017,C31161 (2017),Cariboo,52 48.400,121 03.450,Little River North-1274,"July 17, 2017",1375.0
2017,C31169 (2017),Cariboo,52 36.701,121 10.332,Valley East of Mt Brew,"July 18, 2017",4831.0
2017,C31306 (2017),Cariboo,52 47.929,120 42.490,Penfold,"July 23, 2017",872.0
2017,C31348 (2017),Cariboo,52 34.010,121 12.380,Quesnel Lake,"July 25, 2017",1248.0
2017,C31489 (2017),Cariboo,52 37.086,120 33.493,Lynx Creek,"July 31, 2017",1725.0
2017,C51533 (2017),Cariboo,51 36.476,123 40.198,Fish Lake,"August 3, 2017",26.0
2017,C11645 (2017),Cariboo,52 45.442,121 36.920,N of 69 km on 4900 rd,"August 9, 2017",36.8
2017,C41703 (2017),Cariboo,51 45.562,120 54.062,South Canim Lake,"August 12, 2017",197.3
2017,C41707 (2017),Cariboo,51 49.446,120 55.177,South Hawkins Lake,"August 12, 2017",29.7
2017,C31822 (2017),Cariboo,52 47.410,121 10.527,Little River South,"August 20, 2017",6.0
2017,C31824 (2017),Cariboo,52 38.712,120 17.359,Summit Lake,"August 20, 2017",15.0
2017,C31823 (2017),Cariboo,52 39.666,120 43.143,Roaring River,"August 20, 2017",561.0
2017,C31934 (2017),Cariboo,52 44.206,121 09.687,5km NE of C31169,"September 3, 2017",14.0
2017,C52210 (2017),Cariboo,52 34.492,125 24.922,N Side of Abuntlet Lake,"September 28, 2017",45.0
2017,C32224 (2017),Cariboo,52 30.699,121 45.965,3 Mile Creek,"October 3, 2017",5.2
2017,V70367 (2017),Coastal,49 11.906,124 35.347,Cameron Main,"June 24, 2017",14.9
2017,V10484 (2017),Coastal,49 34.532,121 48.680,Harrison Lake East,"July 1, 2017",202.0
2017,V90616 (2017),Coastal,52 27.872,127 03.870,Nimpkish Lake - Upper Kilpala,"July 5, 2017",8.3
2017,VA0778 (2017),Coastal,52 22.077,125 46.906,Precipice (Stillwater Lake/ Hotnarko),"July 7, 2017",7367.0
2017,V11812 (2017),Coastal,49 24.917,121 45.095,Slollicum Creek,"July 19, 2017",95.5
2017,V91631 (2017),Coastal,50 27.500,126 41.637,Kaikash Ck - Modified Response,"August 8, 2017",85.0
2017,V82230 (2017),Coastal,50 03.904,125 40.272,Patterson Lake,"October 2, 2017",6.0
2017,V62283 (2017),Coastal,48 35.838,124 01.051,1.5km North of San Juan River,"October 27, 2017",43.6
2017,V62284 (2017),Coastal,48 38.248,124 02.493,Fleet River,"October 27, 2017",39.0
2017,V62285 (2017),Coastal,48 55.505,124 30.958,Kissinger Lake Road,"October 28, 2017",30.0
2017,V12290 (2017),Coastal,49 38.271,122 35.605,North Pitt Lake,"October 29, 2017",24.0
2017,V92294 (2017),Coastal,50 17.241,126 41.984,Bonanza Lake,"October 29, 2017",80.0
2017,V12298 (2017),Coastal,49 27.683,121 42.047,Bear Creek #1,"October 30, 2017",12.0
2017,V62291 (2017),Coastal,48 26.432,123 52.967,East Muir 4km,"October 30, 2017",55.1
2017,V62293 (2017),Coastal,48 37.556,124 29.576,Camper Creek Main,"October 30, 2017",24.0
2017,V62297 (2017),Coastal,48 24.354,123 57.059,Priests Cabin,"October 30, 2017",18.7
2017,V62309 (2017),Coastal,48 25.228,123 57.160,French Home Creek,"October 30, 2017",40.4
2017,V72296 (2017),Coastal,49 21.942,124 50.972,Mount Irwin/Horne Lake,"October 30, 2017",20.0
2017,V62312 (2017),Coastal,48 38.927,124 31.793,Walbran Creek #1,"October 31, 2017",22.0
2017,V62313 (2017),Coastal,48 38.389,124 32.612,Walbran Creek #2,"October 31, 2017",16.0
2017,V72303 (2017),Coastal,49 27.032,125 21.073,Gretchen Creek #1,"October 31, 2017",5.0
2017,V82307 (2017),Coastal,49 51.630,125 58.854,Saunders Creek,"October 31, 2017",20.0
2017,V82324 (2017),Coastal,50 17.230,126 21.470,Tsitika Mainline,"November 7, 2017",20.0
2017,V12335 (2017),Coastal,49 17.254,121 54.126,Harrison River,"March 21, 2018",26.828000000000003
2017,K70001 (2017),Kamloops,50 17.548,121 38.667,Westside Road North of the Stein,"April 1, 2017",8.7
2017,K70181 (2017),Kamloops,50 35.769,121 47.443,Fountain Valley Road,"May 28, 2017",30.0
2017,K70188 (2017),Kamloops,50 15.390,121 24.559,Nicomen,"May 28, 2017",6.0
2017,K20322 (2017),Kamloops,50 44.552,120 33.597,Dew Drop,"June 16, 2017",156.0
2017,K50434 (2017),Kamloops,49 11.486,119 43.528,Lowe Rd in Cawston,"June 27, 2017",116.0
2017,K50588 (2017),Kamloops,49 22.659,119 34.820,Kaleden,"July 4, 2017",6.5
2017,K20609 (2017),Kamloops,50 42.773,120 37.354,Cherry Creek,"July 5, 2017",9.2
2017,K20637 (2017),Kamloops,50 41.987,121 17.856,Elephant Hill,"July 6, 2017",191865.0
2017,K10668 (2017),Kamloops,51 22.717,119 23.947,Rock Creek,"July 7, 2017",10.0
2017,K20666 (2017),Kamloops,51 26.115,120 09.489,West of Dunn Lake **Amalgamated with K20...,"July 7, 2017",60.0
2017,K20675 (2017),Kamloops,51 23.826,120 15.252,4 Km Thuya Lake Road,"July 7, 2017",556.0
2017,K20706 (2017),Kamloops,51 28.149,120 09.397,N of Dunn Lake,"July 7, 2017",3028.0
2017,K60643 (2017),Kamloops,49 34.462,120 34.691,10 Km NE of Princeton,"July 7, 2017",3197.5
2017,K10828 (2017),Kamloops,51 29.249,118 59.043,10 km N Celista Mtn,"July 8, 2017",5.7
2017,K30958 (2017),Kamloops,51 36.961,118 56.478,Seymour River 4,"July 9, 2017",18.0
2017,K21032 (2017),Kamloops,51 34.170,120 12.579,Lemiuex Creek,"July 12, 2017",15.5
2017,K41118 (2017),Kamloops,50 02.068,119 26.717,Okanagan Center,"July 15, 2017",55.0
2017,K11144 (2017),Kamloops,51 37.538,119 10.588,Tum Tum Dudgeon,"July 16, 2017",28.0
2017,K31239 (2017),Kamloops,50 59.230,119 07.744,Angle Mountain,"July 20, 2017",8.0
2017,K51406 (2017),Kamloops,49 00.210,120 26.508,"Diamond Creek Fire, USA","July 23, 2017",12245.0
2017,K21375 (2017),Kamloops,50 31.948,119 50.284,Martin Mtn,"July 26, 2017",150.0
2017,K71366 (2017),Kamloops,50 19.796,121 23.719,S Spences Bridge,"July 26, 2017",30.0
2017,K51614 (2017),Kamloops,49 01.113,119 24.901,Anarchist Mtn,"August 7, 2017",10.0
2017,K11632 (2017),Kamloops,52 29.452,120 27.356,Lickskillet Creek,"August 8, 2017",1112.7
2017,K11633 (2017),Kamloops,52 49.831,120 06.364,Upper Clearwater River-Headwaters,"August 8, 2017",309.1
2017,K61761 (2017),Kamloops,50 11.954,121 04.216,Nooaitch,"August 16, 2017",6.2
2017,K11801 (2017),Kamloops,51 29.310,119 37.836,Gollen Creek,"August 19, 2017",17.2
2017,K51878 (2017),Kamloops,49 51.843,119 11.595,Philpott Road - Hwy 33,"August 24, 2017",465.0
2017,K31975 (2017),Kamloops,51 36.391,118 54.576,McLennan Peak,"August 30, 2017",100.0
2017,K52024 (2017),Kamloops,49 43.786,119 49.742,Finlay Creek,"September 2, 2017",2224.0
2017,K52047 (2017),Kamloops,49 40.066,119 16.891,Greyback Mountain,"September 3, 2017",35.0
2017,K12067 (2017),Kamloops,52 20.585,119 52.422,Angus Horne Lake,"September 6, 2017",230.7
2017,K52075 (2017),Kamloops,49 10.396,119 49.081,K Mountain,"September 7, 2017",6.9
2017,K72071 (2017),Kamloops,51 01.606,122 26.652,Yalakom Mountain,"September 9, 2017",30.0
2017,K52196 (2017),Kamloops,49 12.160,119 40.717,Fairview Mountain,"September 26, 2017",36.3
2017,K52207 (2017),Kamloops,49 10.653,119 47.336,West of Cawston,"September 27, 2017",100.0
2017,K52221 (2017),Kamloops,49 45.460,119 41.716,E of Rattlesnake Island,"October 2, 2017",6.0
2017,K72331 (2017),Kamloops,50 14.883,121 35.359,Upslope of Ferry Rd,"March 12, 2018",7.0
2017,K72334 (2017),Kamloops,50 15.680,121 35.387,Alkali Road,"March 20, 2018",76.0
2017,K62340 (2017),Kamloops,50 12.803,121 10.720,Shackan,"March 27, 2018",6.0
2017,K72342 (2017),Kamloops,50 13.059,121 35.357,South Spencer Road Upslope from footbrid...,"March 27, 2018",5.5
2017,K62344 (2017),Kamloops,50 09.475,120 50.770,2km N of Hwy 97C - Hwy 8 junction,"March 30, 2018",15.0
2017,R40024 (2017),Northwest,55 30.054,127 46.011,34km Upper Kispiox Rd,"April 16, 2017",16.0
2017,R40027 (2017),Northwest,55 23.247,127 40.702,Potato Patch Fishing Hole,"April 17, 2017",21.0
2017,R40044 (2017),Northwest,55 24.985,127 37.109,Swan Lake Road,"April 22, 2017",7.8
2017,R40046 (2017),Northwest,55 14.077,128 02.862,Gitanyow,"April 23, 2017",8.1
2017,R40047 (2017),Northwest,55 14.975,127 40.046,Anderson Flats,"April 23, 2017",6.2
2017,R20356 (2017),Northwest,54 02.051,126 43.400,S side of Nadina River,"June 23, 2017",58.0
2017,R10442 (2017),Northwest,54 03.707,125 18.974,Haney Lake,"June 28, 2017",5.2
2017,R10659 (2017),Northwest,53 52.113,125 46.407,2km East of Takysie Lake,"July 7, 2017",7.5
2017,R20937 (2017),Northwest,55 04.894,125 50.544,1km S of Natowite Lake,"July 9, 2017",122.2
2017,G70057 (2017),Prince George,55 43.059,121 12.633,East Pine,"April 27, 2017",6.0
2017,G10094 (2017),Prince George,53 21.066,122 37.216,Hixon,"May 7, 2017",23.3
2017,G80092 (2017),Prince George,56 18.314,121 09.728,hwy 29 800 m east of Meek rd,"May 7, 2017",6.2
2017,G30140 (2017),Prince George,52 58.573,119 20.435,5km East of Tete Jaune Cache,"May 23, 2017",574.0
2017,G90201 (2017),Prince George,59 17.931,123 08.513,Kiwigana River,"May 30, 2017",5.62
2017,G90207 (2017),Prince George,58 27.833,122 13.196,Klua Creek,"May 30, 2017",7.27
2017,G90208 (2017),Prince George,59 12.288,122 31.781,Deer River Rd # 1,"May 30, 2017",13.6
2017,G90209 (2017),Prince George,59 13.107,122 34.585,Deer River Rd # 2,"May 30, 2017",5.63
2017,G90210 (2017),Prince George,59 17.351,122 30.020,Etsho Cr,"May 30, 2017",22.7
2017,G10277 (2017),Prince George,54 08.451,123 21.822,Darby Lake,"June 7, 2017",63.7
2017,G10291 (2017),Prince George,54 23.657,121 43.591,Captain Creek,"June 8, 2017",21.6
2017,G60610 (2017),Prince George,55 31.769,123 38.719,75km on Finlay FSR,"July 5, 2017",11.0
2017,G10625 (2017),Prince George,53 28.677,123 02.319,South of Baldy Hughes Mtn,"July 6, 2017",40.0
2017,G10687 (2017),Prince George,53 25.369,122 18.000,25km E of Hixon,"July 7, 2017",25.5
2017,G40664 (2017),Prince George,53 15.805,124 42.528,5 W of Tatelkuz Lake 56454,"July 7, 2017",1273.0
2017,G40691 (2017),Prince George,54 09.844,124 33.392,Sutherland Road,"July 7, 2017",1590.0
2017,G40709 (2017),Prince George,53 30.008,125 06.739,E of Lucas Lake,"July 7, 2017",8382.0
2017,G10819 (2017),Prince George,54 23.610,122 54.857,Cane Creek - West of Coffeepot Mnt,"July 8, 2017",97.9
2017,G10829 (2017),Prince George,53 25.429,123 40.080,Lintz Lake,"July 8, 2017",6.0
2017,G10847 (2017),Prince George,53 47.302,123 02.745,Mud River,"July 8, 2017",8.9
2017,G10864 (2017),Prince George,54 51.463,123 13.838,2.5 km East of War Lake,"July 8, 2017",60.2
2017,G10879 (2017),Prince George,54 48.368,123 20.597,Carp Lake Black Spruce Island,"July 8, 2017",11.8
2017,G40801 (2017),Prince George,53 36.552,123 40.091,Grizzly Lake,"July 8, 2017",180.0
2017,G40826 (2017),Prince George,53 23.890,124 54.272,Chedakuz Creek,"July 8, 2017",2275.0
2017,G40837 (2017),Prince George,53 29.412,124 30.682,Big Bend Creek,"July 8, 2017",6670.0
2017,G50904 (2017),Prince George,55 10.501,124 56.067,Tchentlo Lake,"July 8, 2017",6.5
2017,G50839 (2017),Prince George,55 35.655,126 01.236,2 km W Driftwood FSR,"July 10, 2017",40.0
2017,G31097 (2017),Prince George,52 18.820,118 22.229,Dawson Creek/ Kinbasket Lake,"July 14, 2017",2100.0
2017,G11108 (2017),Prince George,53 27.139,123 11.189,Punchaw,"July 15, 2017",10.2
2017,G11494 (2017),Prince George,53 41.039,121 09.158,Slim Creek,"August 1, 2017",53.0
2017,G91534 (2017),Prince George,59 43.203,120 51.937,Suhm Creek,"August 3, 2017",4655.1
2017,G11577 (2017),Prince George,54 14.379,123 11.169,2.5 nm West/Southwest of G11556,"August 6, 2017",5.2
2017,G41595 (2017),Prince George,53 21.632,124 33.191,Chutali Lake,"August 7, 2017",112.0
2017,G11636 (2017),Prince George,54 18.992,121 36.273,3.5 Miles East of Otter Lake,"August 8, 2017",43.1
2017,G71637 (2017),Prince George,54 45.344,121 19.611,Imperial Creek,"August 8, 2017",229.0
2017,G61649 (2017),Prince George,56 05.880,123 23.487,Near Bernard Creek,"August 9, 2017",9.4
2017,G71668 (2017),Prince George,55 24.158,122 04.920,37 Km Hasler FSR,"August 10, 2017",58.0
2017,G61746 (2017),Prince George,56 58.689,124 39.033,8nm East of Deception Cone,"August 15, 2017",15.0
2017,G61952 (2017),Prince George,55 58.970,123 07.140,Williston Lake,"August 29, 2017",42.0
2017,G61988 (2017),Prince George,55 53.210,124 10.290,Fries Creek,"August 31, 2017",37.2
2017,G92008 (2017),Prince George,59 27.209,121 00.071,Sahdoanah Creek,"August 31, 2017",301.1
2017,G61997 (2017),Prince George,55 59.491,123 21.977,Mount Crysdale,"September 1, 2017",58.0
2017,G92009 (2017),Prince George,59 33.875,120 52.531,Kimea Creek,"September 1, 2017",37.7
2017,G92012 (2017),Prince George,59 44.538,121 18.212,Kil Creek,"September 1, 2017",135.0
2017,G92057 (2017),Prince George,59 01.481,120 56.823,5 mile se kotcho,"September 4, 2017",173.2
2017,G92068 (2017),Prince George,57 44.434,123 41.362,Sleeping Chief Mountain,"September 6, 2017",173.5
2017,G92151 (2017),Prince George,58 45.934,124 56.490,10 miles East of Toad River,"September 16, 2017",11.7
2017,G82212 (2017),Prince George,56 29.114,121 11.401,Mile 70 on Alaska Hwy,"September 28, 2017",6.0
2017,N10382 (2017),Southeast,49 42.638,115 10.824,Bull River,"June 25, 2017",34.14
2017,N50419 (2017),Southeast,50 00.772,117 20.294,Mt Carpenter,"June 26, 2017",5.5
2017,N50435 (2017),Southeast,49 53.348,117 49.692,Woden Crk,"June 26, 2017",27.8
2017,N41172 (2017),Southeast,51 26.797,117 33.252,Mountain Creek /Parks Canada/ Modified R...,"July 10, 2017",1632.0
2017,N71000 (2017),Southeast,50 22.299,116 42.832,Glacier Cr - Modified Response,"July 10, 2017",330.0
2017,N51042 (2017),Southeast,50 07.865,118 08.992,Fife Creek,"July 12, 2017",24.1
2017,N51075 (2017),Southeast,50 38.212,117 47.487,Galena - Modified Response,"July 13, 2017",445.0
2017,N51080 (2017),Southeast,49 46.637,117 45.562,Hoder Creek,"July 14, 2017",5.4
2017,N71078 (2017),Southeast,50 07.521,116 47.898,Winters Creek - Modified Response,"July 14, 2017",4280.0
2017,N21173 (2017),Southeast,50 59.357,115 49.785,Verdant Creek /Parks Canada- Modified re...,"July 15, 2017",4833.0
2017,N11189 (2017),Southeast,49 19.544,114 37.477,Shepp Creek - Modified Response,"July 19, 2017",10.5
2017,N51218 (2017),Southeast,49 30.880,118 01.212,Deer Creek,"July 20, 2017",9.2
2017,N51265 (2017),Southeast,51 04.834,117 34.606,Mt McBean - Modified Response,"July 21, 2017",1343.7
2017,N71320 (2017),Southeast,50 25.363,117 12.047,Rapid Creek -Modified Response,"July 24, 2017",1400.0
2017,N11347 (2017),Southeast,49 01.856,115 32.454,Ward-Bloom,"July 25, 2017",39.0
